survey,journal,year,title,author,cited,elibrary_id,surveys_used
ВНДН,Мониторинг общественного мнения: экономические и социальные перемены,2017,представления мужчин и женщин о затратах времени на работу по дому,"Макаренцева А.О., Бирюкова С.С., Третьякова Е.А.",5,30279947,"РМЭЗ, ВНДН"
ВНДН,Экономический вестник Республики Татарстан,2017,преодоление муниципального индивидуализма через развитие межмуниципальной кооперации на основе институционального подхода,"Сафиуллин М.Р., Даутов Р.М.",0,30784028,ВНДН
ВНДН,Аудит,2017,применение риск-ориентированного подхода в процессе стратификации и определения объема выборки для целей внутреннего аудита,"Якимова В.А., Бевзюк Я.И.",1,29900715,ВНДН
ВНДН,Сибирский лесной журнал,2017,примеры лесопользования во вторичных лесах западной сибири,"Дебков Н.М., Брюханов А.В.",1,29160422,ВНДН
ВНДН,Перспективы. Электронный журнал,2017,присвоит ли запад подъем китая?,"Потапов М.А., Салицкий А.И., Семенова Н.К., Чжао С., Шахматов А.В.",0,29675104,ВНДН
ВНДН,Региональная экология,2017,причины возникновения накопленного в прошлом экологического ущерба от осушительных мелиораций в нечерноземной зоне рф,Родионов В.З.,2,32473550,ВНДН
ВНДН,Вестник Московского финансово-юридического университета МФЮА,2017,причины и современные особенности внутренней трудовой миграции населения регионов россии,"Эльдяева Н.А., Кованова Е.С.",8,29875993,ВНДН
ВНДН,Научное знание современности,2017,"проблема транзитных путей в азию в """"полном описании россии"""" георга адама шлейссингера",Асташкин Р.С.,0,28794861,ВНДН
ВНДН,Социологическая наука и социальная практика,2017,проблемы адаптации мигрантов в испании в исследованиях зарубежных социологов,Соколова В.М.,5,29364553,ВНДН
ВНДН,Актуальные проблемы и перспективы развития экономики: российский и зарубежный опыт,2017,проблемы благосостояния населения россии,Петров А.А.,0,29725215,ВНДН
ВНДН,"Конкурентоспособность в глобальном мире: экономика, наука, технологии ",2017,проблемы обеспечения продовольственной безопасности региона (на примере чувашской республики),Николаева И.П.,1,34921982,ВНДН
ВНДН,Журнал правовых и экономических исследований,2017,проблемы оценки эффективности деятельности органов местного самоуправления в рф,Якимчук Н.Н.,2,28825077,ВНДН
ВНДН,Петербургский экономический журнал,2017,проблемы пенсионного обеспечения республики бурятия,"Бурлов Д.Ю., Доржиев Р.Л.",0,28839532,ВНДН
ВНДН,Теория и практика современной науки,2017,проблемы развития трудовой активности российских работников[116],Попов А.В.,1,29036772,ВНДН
ВНДН,Гуманитарные науки. Вестник Финансового университета,2017,проблемы сокращения бедности и социально-экономического неравенства в россии: социологический анализ,"Зубец А.Н., Новиков А.В., Оборский А.Ю.",2,30673543,ВНДН
ВНДН,Вопросы статистики,2017,прогнозирование занятости населения в российской федерации по видам экономической деятельности,"Мхитарян В.С., Сарычева Т.В.",32,29101118,ВНДН
ВНДН,Аллея науки,2017,прогнозирование объема реализации жилой недвижимости города,"Галиаскарова Г.Р., Галиаскаров Д.Р., Баранова М.А.",0,32413242,ВНДН
ВНДН,Наркология,2017,профилактика и лечение наркомании и алкоголизма в странах скандинавии,"Брюн Е.А., Кошкина Е.А., Надеждин А.В., Колгашкин А.Ю., Сокольчик Е.И., Бедина И.А.",12,29232944,ВНДН
ВНДН,"Конкурентоспособность в глобальном мире: экономика, наука, технологии ",2017,развитие бизнес-структур в республике северная осетия-алания,"Позмогов А.И., Джиоева А.В.",0,30394697,ВНДН
ВНДН,Социологическая наука и социальная практика,2017,развитие брачно-семейных отношений в россии и реализация семейной политики,Гурко Т.А.,17,30281600,"РМЭЗ, ВНДН"
ВНДН,Региональная экономика и управление: электронный научный журнал,2017,развитие малых форм хозяйствования в апк россии и вопросы выборочного обследования личных подсобных хозяйств,"Василевская Н.С., Платонова Т.Е., Афонина В.Е.",19,30627904,ВНДН
ВНДН,Вестник Северо-восточного федерального университета им. М.К. Аммосова. Серия: Педагогика. Психология. Философия,2017,развитие системы дополнительного профессионального образования рс (я) в условиях качественного и структурного изменения экономики региона,"Михайлова Е.И., Чоросова О.М.",7,30793277,ВНДН
ВНДН,Аудит,2017,развитие современной концепции системы внутреннего контроля в государственных (муниципальных) учреждениях,"Демина И.Д., Домбровская Е.Н.",16,32413013,ВНДН
ВНДН,Вестник Воронежского государственного университета. Серия: Экономика и управление,2017,различия в подходах к статистическому анализу теневой экономики в российской и зарубежной практике,"Беленов О.Н., Горте О.В., Канапухин П.А.",0,32626927,ВНДН
ВНДН,ЭКО,2017,"размеры городов, эффективность и экономический рост",Мельникова Л.В.,41,29461718,ВНДН
ВНДН,Карельский научный журнал,2017,размещение государственных ценных бумаг на региональном уровне: зарубежный и отечественный опыт,"Кирюшкина А.Н., Курилова А.А.",2,29332637,ВНДН
ВНДН,"Экономика, моделирование, прогнозирование ",2017,разработка матриц социальных счетов республики беларусь в разрезе регионов и видов экономической деятельности,Красовский Д.А.,0,46434997,ВНДН
ВНДН,Экономические стратегии,2017,раннее выявление структурных сдвигов,"Блохин А.А., Филиппова И.Н.",1,32409779,ВНДН
ВНДН,Экономика и предпринимательство,2017,распределение иностранных трудовых мигрантов по видам выполняемых работ в регионах северо-кавказского федерального округа,Каберты Н.Г.,0,28790953,ВНДН
ВНДН,Архитектура и дизайн,2017,расхождение в приоритетных задачах по обеспечению доступным и комфортным жильем граждан рф при трансформации жилищного фонда,Муфтахова А.Н.,11,35011614,ВНДН
ВНДН,Новое поколение,2017,реализация молодежной кадровой политики: удовлетворенность сотрудников организаций,Виниченко М.В.,0,30733687,ВНДН
ВНДН,Вопросы государственного и муниципального управления,2017,региональная политика продвижения бренда территорий: детерминанты инвестиционной привлекательности,"Жукова Н.Ю., Цыкарева Е.В.",6,30764663,ВНДН
ВНДН,Вопросы статистики,2017,региональная статистика и экономическая политика,Шинкаренко Т.В.,2,29114526,ВНДН
ВНДН,Журнал Новой экономической ассоциации,2017,регулирование доступа банков на кредитный рынок в условиях несовершенной конкуренции: оценка последствий для стабильности банковской системы,Мамонов М.Е.,8,29060899,ВНДН
ВНДН,Вопросы современной педиатрии,2017,"рекомендации по проведению, описанию, редактированию и публикации результатов научной работы в медицинских журналах","",1,29304170,ВНДН
ВНДН,"Вестник Адыгейского государственного университета. Серия 1: Регионоведение: философия, история, социология, юриспруденция, политология, культурология ",2017,репродуктивные установки жителей республики адыгея: социологический анализ,"Калашаова Д.А., Делова Л.А.",2,32508970,ВНДН
ВНДН,Международный журнал прикладных и фундаментальных исследований,2017,ресурсные преимущества и социально-экономические ограничения в санаторно-курортном природопользовании (забайкальский край),Соловова А.Т.,1,30103096,ВНДН
ВНДН,Научный вестник Волгоградского филиала РАНХиГС. Серия: Политология и социология,2017,реформирование официальной статистики в россии (1918-2017 гг.),Олейник О.С.,0,36742885,ВНДН
ВНДН,Экономика труда,2017,родительский труд как неустойчивая занятость: принципы оценки,Ильвес Э.В.,6,30108815,ВНДН
ВНДН,Демографическое обозрение,2017,"рождаемость в семьях мигрантов: данные, гипотезы, модели (обзор зарубежных исследований)",Казенин К.И.,13,32398268,ВНДН
ВНДН,Credo New,2017,российская арктика в федеральном плане статистических работ,"Чижиков Э.Н., Мусиенко Т.В.",0,32314698,ВНДН
ВНДН,Экономический журнал Высшей школы экономики,2017,российская пенсионная система в контексте демографических вызовов и ограничений,Синявская О.В.,49,32244814,"РМЭЗ, ВНДН"
ВНДН,Социальное пространство,2017,российская семья и экономика страны,"Медведева Е.И., Крошилин С.В.",14,30774300,ВНДН
ВНДН,Телескоп: журнал социологических и маркетинговых исследований,2017,российские ровесники войны /рв/ в 1970-е - 1980-е гг.: работники и потребители,Сымонович Ч.Э.,0,29847886,ВНДН
ВНДН,Обозреватель,2017,россия и снг: проблемы методологии учёта трудовой миграции,"Ткаченко М.Ф., Мигранян А.А.",3,29417775,ВНДН
ВНДН,Финансы и бизнес,2017,"рябушкин б. т. развитие социально-экономической статистики (российский опыт: 1990-2010 годы). м.: ииц """"статистика россии"""", 2017. 263 с",Силаева С.А.,0,30041235,ВНДН
ВНДН,Вопросы статистики,2017,система национальных счетов как инструмент макроанализа (обзор выступлений ученых и специалистов на научном семинаре в институте экономики ран в 2012-2017 годах),Погосов И.А.,1,29101126,ВНДН
ВНДН,Вопросы статистики,2017,система национальных счетов как инструмент макроанализа (обзор выступлений ученых и специалистов на научном семинаре в институте экономики ран в 2012-2017 годах) (окончание),Погосов И.А.,0,29304431,ВНДН
ВНДН,Вопросы статистики,2017,система национальных счетов как инструмент макроанализа (обзор выступлений ученых и специалистов на научном семинаре в институте экономики ран в 2012-2017 годах) (продолжение),Погосов И.А.,0,29114532,ВНДН
ВНДН,Проблемы современной науки и образования,2017,сложившаяся методология статистического наблюдения валового внутреннего продукта: достоинства и недостатки,Киселева Н.П.,0,28435814,ВНДН
ВНДН,Russian Journal of Agricultural and Socio-Economic Sciences,2017,совершенствование методики оценки кредитоспособности потенциальных заемщиков,"Сидорин А.А., Полякова А.А., Дударева А.Б., Кожанчикова Н.Ю.",32,35066973,"ВНДН, ВОДПФ"
ВНДН,Международный бухгалтерский учет,2017,совершенствование организации учетного процесса на предприятиях общественного питания,Романенко А.В.,2,30621969,ВНДН
ВНДН,Вектор науки Тольяттинского государственного университета. Серия: Экономика и управление,2017,совершенствование продвижения услуг экологического туризма в россии,"Восколович Н.А., Марьин Н.Г.",1,30053110,ВНДН
ВНДН,Современная экономика: проблемы и решения,2017,совмещенная модель распределения доходов населения россии,Бутаева К.О.,3,30655980,"РМЭЗ, ВНДН"
ВНДН,Актуальные проблемы авиации и космонавтики,2017,современные денденции дифференциации населения по уровню доходов,"Лаптев Р.А., Леонидова А.И.",0,32539055,ВНДН
ВНДН,Статистика и Экономика,2017,современные проблемы оценки эффективности семейной политики в российской федерации,Кучмаева О.В.,8,30542742,ВНДН
ВНДН,Экономика и предпринимательство,2017,современные тенденции внутренней трудовой миграции населения и учет их влияния в управлении социально-экономическим развитием региона,"Эльдяева Н.А., Кованова Е.С.",2,28368362,ВНДН
ВНДН,Мать и дитя в Кузбассе,2017,современные тенденции репродуктивного здоровья и репродуктивного поведения женского населения в россии,"Гладкая В.С., Грицинская В.Л., Медведева Н.Н.",43,28779416,ВНДН
ВНДН,Вестник РАЕН,2017,соотношение динамики потребительских цен и доходов населения в системе критериев (пороговых значений) экономической безопасности россии,Лев М.Ю.,1,29757480,ВНДН
ВНДН,Вестник Челябинской областной клинической больницы,2017,социально-гигиенические особенности больных с впервые выявленным туберкулезом в челябинской области на современном этапе,"Семченко Л.Н., Вагина К.В., Максимова В.А.",0,32535922,ВНДН
ВНДН,Baikal Research Journal,2017,социально-демографический портрет слушателя коммерческих радиостанций г. иркутска,Инкижинова С.А.,0,29366746,ВНДН
ВНДН,Человек. Общество. Инклюзия,2017,социально-экономическая эффективность системы профессиональной ориентации обучающихся с овз и инвалидов,"Герасимов А.В., Литвиненко И.Л.",5,29007825,ВНДН
ВНДН,Проблемы прогнозирования,2017,социально-экономические проблемы старшего поколения: качество жизни населения старших возрастов,Айзинова И.М.,16,32236982,ВНДН
ВНДН,Финансы и бизнес,2017,"социальное неравенство не ограничивается разницей в доходах и потреблении, а включает и другие показатели благосостояния населения",Аганбегян А.Г.,6,32336791,ВНДН
ВНДН,Вестник Пермского университета. Серия: Экономика,2017,социальное предпринимательство как объект институционального анализа,"Попов Е.В., Веретенникова А.Ю., Козинская К.М.",28,30290264,ВНДН
ВНДН,Вестник Пермского национального исследовательского политехнического университета. Социально-экономические науки,2017,социальное самочувствие пожилых людей в современном российском обществе (сравнительный анализ),"Бурко В.А., Волкова Ж.В.",10,28989510,ВНДН
ВНДН,ПОИСК: Политика. Обществоведение. Искусство. Социология. Культура,2017,социальное управление мониторингом адаптации студентов высшей школы,Анисимова Т.Г.,0,29900386,ВНДН
ВНДН,Вестник Росздравнадзора,2017,социальные барьеры доступа к медицинской помощи пожилых жителей села,"Светличная Т.Г., Меньшикова Л.И.",2,29185585,ВНДН
ВНДН,Logos et Praxis,2017,социальный статус и его влияние на потребительское поведение актора на рынке туристских услуг,Гурьева Е.В.,0,32694309,ВНДН
ВНДН,ПОИСК: Политика. Обществоведение. Искусство. Социология. Культура,2017,"сравнительные исследования в социологии: """"статус"""" и методические проблемы1","Нарбут Н.П., Аршинова А.И.",0,29900381,ВНДН
ВНДН,Вестник факультета управления СПбГЭУ,2017,сравнительный анализ влияния внешних н внутренних факторов на стратегии инновационного развития российских и китайских компаний железнодорожной отрасли,"Клюкина А.А., Эпштейн М.З.",0,32260402,ВНДН
ВНДН,Вопросы статистики,2017,сравнительный анализ отечественной и зарубежной статистической информации об эмиграции граждан россии,"Воробьева О.Д., Гребенюк А.А.",13,30624939,ВНДН
ВНДН,Вестник НГИЭИ,2017,статистическая оценка информатизации экономики нижегородской области,Шамина О.В.,6,29028534,ВНДН
ВНДН,Экономика и социум,2017,статистический анализ малого бизнеса республики тыва,"Соян Ш.Ч., Мадон А.М.",1,29011541,ВНДН
ВНДН,Экономический вестник Республики Татарстан,2017,статистический анализ распределения доходов домохозяйств,"Аксянова А.В., Гадельшина Г.А., Харисов И.Ш.",0,29452239,"РМЭЗ, ВНДН"
ВНДН,Статистика и Экономика,2017,статистический анализ сложившейся заработной платы в малых и средних предприятиях,Пиньковецкая Ю.С.,0,29827188,ВНДН
ВНДН,Вопросы статистики,2017,статистический анализ характеристик рационального питания населения россии,"Родионова Л.А., Копнова Е.Д.",14,29911495,ВНДН
ВНДН,Вопросы статистики,2017,статистический мониторинг положения инвалидов в россии,"Кучмаева О.В., Смелов П.А., Махова О.А.",6,29076852,ВНДН
ВНДН,Вопросы статистики,2017,статистическое изучение нищеты и бедности трудовой россии,Уманец Л.В.,11,29101124,ВНДН
ВНДН,Вестник Томского государственного университета. Экономика,2017,статистическое исследование уровня инвалидизации в российской федерации,"Клочкова Е.Н., Дарда Е.С.",5,29410135,ВНДН
ВНДН,Управленческое консультирование,2017,стратегическое планирование социально-экономического развития в регионах туристско-рекреационной специализации,"Елсуков М.Ю., Запорожан А.Я., Ходачек В.М.",7,30103600,ВНДН
ВНДН,International Journal of Open Information Technologies,2017,строительство и инженерия на основе стандартов bim как основа трансформаций инфраструктур в цифровой экономике,"Синягов С.А., Куприяновский В.П., Куренков П.В., Намиот Д.Е., Степаненко А.В., Бубнов П.М., Распопов В.В., Селезнев С.П., Куприяновская Ю.В.",61,29226715,ВНДН
ВНДН,Социологический журнал,2017,структура занятости сельского населения в неформальном секторе,Муханова М.Н.,25,29419077,ВНДН
ВНДН,Социологические исследования,2017,структура и динамика институционального доверия в современном российском обществе,Трофимова И.Н.,25,29276829,ВНДН
ВНДН,Вестник Нижегородского университета им. Н.И. Лобачевского. Серия: Социальные науки,2017,сфера образования как проблема городского развития: условия общественного внимания(по материалам опроса населения г. калуги),Казакова А.Ю.,0,29908518,ВНДН
ВНДН,Уровень жизни населения регионов России,2017,счастье как один из показателей качества жизни в россии,Ананишнев В.В.,4,29871244,ВНДН
ВНДН,Ростовский научный журнал,2017,тактические действия мотострелковых подразделений во внутреннем вооруженном конфликте,"Белоусов О.М., Пашинин А.А.",0,29205935,ВНДН
ВНДН,Вестник Института экономики Российской академии наук,2017,тенденции развития икт в россии: феномен информационного неравенства в регионах,"Соловьева Ю.Н., Фейгин Г.Ф.",13,30450638,ВНДН
ВНДН,Вестник Российского экономического университета имени Г.В. Плеханова,2017,тенденции развития сельского хозяйства и малых сельхозпредприятий в условиях неоиндустриализации и совершенствования процессов инвестирования и инноваций в данной сфере,"Голодов С.В., Василевская Н.С., Платонова Т.Е., Афонина В.Е.",1,32282094,ВНДН
ВНДН,Вопросы науки и образования,2017,тенденции цен на вторичном рынке жилой недвижимости,Медведева М.А.,0,29238423,ВНДН
ВНДН,"Экономические и социальные перемены: факты, тенденции, прогноз ",2017,теоретические аспекты агент-ориентированного моделирования развития лесного комплекса,"Гулин К.А., Антонов М.Б.",14,32337679,ВНДН
ВНДН,Политехнический вестник. Серия: Инженерные исследования,2017,теоретические основы формирования и развития ресурсного потенциала рынка транспортных услуг города душанбе,"Фохаков А.С., Камолидинов Б.Т., Сайдалиев А.С.",0,28771617,ВНДН
ВНДН,Фундаментальные исследования,2017,"технология """"интернет вещей"""" как перспективная современная информационная технология","Петров В.Ю., Рудашевская Е.А.",20,30103778,ВНДН
ВНДН,Вестник Омского университета. Серия: Экономика,2017,типологизация и систематизация факторов развития регионального рынка ценных бумаг как инструмент формирования стратегии развития региональной экономики,Горловская И.Г.,6,28897204,ВНДН
ВНДН,Обсерватория культуры,2017,типология досугового поведения,Ушкарев А.А.,7,29201854,ВНДН
ВНДН,Филоlogos,2017,транскультурный статус английского языка в странах скандинавии,Бородина Д.С.,0,29452800,ВНДН
ВНДН,Труд и социальные отношения,2017,труд в системе социокультурных ценностей,Юсупов М.М.,2,29460777,ВНДН
ВНДН,Власть и управление на Востоке России,2017,трудоустройство молодежи в хабаровском крае: социологический аспект,Халикова С.С.,3,29952889,ВНДН
ВНДН,Азимут научных исследований: экономика и управление,2017,трудоустройство молодежи как многофакторный процесс кадрового обеспечения российского дальнего востока,"Медведева Л.М., Скворчинский М.Д.",6,29728877,ВНДН
ВНДН,Мониторинг общественного мнения: экономические и социальные перемены,2017,удовлетворенность жизнью сельской молодежи в западно-сибирском регионе россии,Фарахутдинов Ш.Ф.,11,32290120,ВНДН
ВНДН,Logos et Praxis,2017,удовлетворенность жильем как идентификатор качества жизни в регионе,"Шиняева О.В., Ахметшина Е.Р., Клюева Т.В.",4,32694312,ВНДН
ВНДН,Экономика образования,2017,управление темпом инфляции и инфляционными рисками в условиях импортозамещения,"Соловьев Ю.П., Семенов В.П., Краснова Д.Р.",0,30080769,ВНДН
ВНДН,Шаги / Steps,2017,управляемый данными сетевой урбанизм,Китчин Р.,11,29933542,ВНДН
ВНДН,"СОТИС - социальные технологии, исследования ",2017,уровень жизни пенсионеров как аспект социально-экономической ситуации в тульской области,Нехаев В.В.,0,29714712,ВНДН
ВНДН,Социальная политика и социология,2017,устойчивый экономический рост россии: перспективы и системные вызовы,"Матраева Л.В., Васютина Е.С.",10,29934032,ВНДН
ВНДН,Вестник Удмуртского университета. Серия Экономика и право,2017,факторы величины индивидуальной заработной платы,Мерзлякова А.Ю.,0,32491205,"РМЭЗ, ВНДН"
ВНДН,Экономика. Бизнес. Банки,2017,факторы инвестиционной активности,Александрова Л.С.,3,30586603,ВНДН
ВНДН,Финансы и кредит,2017,"факторы, влияющие на оборачиваемость дебиторской задолженности",Кожина Е.А.,6,29326454,ВНДН
ВНДН,Финансовая аналитика: проблемы и решения,2017,финансовое обеспечение и тенденции развития системы здравоохранения в регионе,"Олейник О.С., Придачук М.П., Гукова А.В., Аникина И.Д., Кусмарцева Ю.В.",3,29461602,ВНДН
ВНДН,Экономика и предпринимательство,2017,формирование российской системы национальных счетов в условиях рыночных методов хозяйствования,"Чернов А.Н., Зыков О.А., Аполов О.Г., Аполова О.О.",7,34998436,ВНДН
ВНДН,Kant,2017,формирование современной системы статистического учета в туризме и коллективных средствах размещения,"Дышловой И.Н., Пегушина А.А.",0,30028084,ВНДН
ВНДН,Журнал научных статей Здоровье и образование в XXI веке,2017,характеристика показателей качества жизни у врачей функциональной диагностики,"Толмачев Д.А., Пономарев С.Б.",2,30484994,ВНДН
ВНДН,Экономика и предпринимательство,2017,человеческий капитал в количественном и качественном измерении,Ишмуратова Д.Ф.,3,30797879,ВНДН
ВНДН,Экономическая история,2017,"что в имени тебе моем? уроки социальной мобильности, судя по фамилиям",Володин А.Ю.,1,28928810,ВНДН
ВНДН,Вестник Витебского государственного технологического университета,2017,эконометрическая оценка индивидуальных факторов риска молодежной безработицы,Зайцева О.В.,0,32247349,ВНДН
ВНДН,Труды Института российской истории РАН,2017,экономика продавца: советский потребительский рынок в конце 1970-х - начале 1990-х годов,Кирсанов Р.Г.,3,30564589,ВНДН
ВНДН,Вестник Пермского университета. История,2017,экономические примечания к генеральному межеванию как источник по истории душевладения в россии второй половины xviii века (на примере тульской губернии),Кузнецова Е.И.,1,30720876,ВНДН
ВНДН,Россия и современный мир,2017,электронное правительство: опыт запада и россии,Положихина М.А.,7,28969060,ВНДН
ВНДН,Социальная политика и социология,2017,этапы формирования миграционной политики стран снг: от хаоса к балансу интересов,Топилин А.В.,3,29009360,ВНДН
ВНДН,Вестник Университета Дмитрия Пожарского,2018,"""""охранение"""" российской империи на западном рубеже: """"литовские губернии"""" и российско-прусская граница в 1830-е - начале 1840-х гг",Комзолова А.А.,1,37308981,ВНДН
ВНДН,Journal of Economic Regulation,2018,"""""серебряная экономика"""" новый подход к проблеме старения",Коломиецс П.Н.,27,32833568,ВНДН
ВНДН,ECO,2018,poverty of disabled people and households,"Khasanova R.R., Makarentseva A.O.",4,32826881,ВНДН
ВНДН,Scientific Works of the Free Economic Society of Russia,2018,the sectoral structure of economy and modeling indicators of development in large industrial region,"Ilyukhin A.A., Ilyukhina S.V.",2,35041922,ВНДН
ВНДН,Региональные агросистемы: экономика и социология,2018,альтернативная и неформальная занятость в сельской местности как факторы лпх,Шабанов В.Л.,1,35595158,ВНДН
ВНДН,"Конкурентоспособность в глобальном мире: экономика, наука, технологии ",2018,анализ влияния государственных полномочий в сфере здравоохранения на показатели трудоспособного населения россии,"Габуева Л.А., Павлова Н.Ф.",2,32869647,ВНДН
ВНДН,Российский экономический интернет-журнал,2018,анализ и оценка финансовой грамотности населения региона,"Кованова Е.С., Бурлуткин Т.В., Джамбулаева Д.В., Манджиев Н.Э.",0,38187082,ВНДН
ВНДН,Современная математика и концепции инновационного математического образования,2018,анализ миграционных процессов в федеральных округах россии,"Борисова Л., Потемкин А., Эйсымонт И.",0,35296621,ВНДН
ВНДН,Хроноэкономика,2018,анализ распределения среднедушевых доходов населения с 2008 по 2017 в россии,Тараканова О.И.,0,35130797,ВНДН
ВНДН,Вестник Кыргызско-Российского Славянского университета,2018,"анализ экономических и демографических факторов, влияющих на ценообразование жилища в г. бишкек","Асылбаев А.Б., Ниязалиева К.Н., Бакасов А.",2,36871857,ВНДН
ВНДН,Гуманитарные аспекты охоты и охотничьего хозяйства,2018,антропология охоты или охотничья антропология? поиск самобытного пути,Бочарников В.Н.,4,32529757,ВНДН
ВНДН,Север и рынок: формирование экономического порядка,2018,арктическая диагностика: плох не метр - явление другое,Пилясов А.Н.,8,36924649,ВНДН
ВНДН,Социологические исследования,2018,"бедные в москве: способы измерения, меры социальной политики",Ржаницына Л.С.,15,36489786,ВНДН
ВНДН,Социологический журнал,2018,благополучие мужчин и женщин различного брачного статуса: россия в международном контексте,Гурко Т.А.,28,32679203,"РМЭЗ, ВНДН"
ВНДН,Экономические исследования,2018,введение критериев нуждаемости как инструмент повышения эффективности расходов на социальную поддержку населения,Литвинова В.В.,0,36577156,ВНДН
ВНДН,Вестник Санкт-Петербургского университета. Экономика,2018,взаимосвязь энергетической и климатической политики: экономико-математическое обоснование рекомендаций для регулятора,"Жигалов В.М., Подкорытова О.А., Пахомова Н.В., Малова А.С.",14,36787669,ВНДН
ВНДН,"Проблемы социальной гигиены, здравоохранения и истории медицины ",2018,"влияние медицинских и немедицинских факторов на смертность населения: генетические, фенотипические и поведенческие факторы","Самородская И.В., Семенов В.Ю., Бойцов С.А.",5,36613530,ВНДН
ВНДН,Экономика. Бизнес. Банки,2018,влияние теневого сектора экономики на интелектуальную собственность и экономику российсой федерации,"Виноградов М.А., Алексеева И.К.",0,35097411,ВНДН
ВНДН,Теневая экономика,2018,влияние теневых экономических отношений на конкурентоспособность регионов,Кайбалина Н.Б.,8,39283558,ВНДН
ВНДН,Пространственная экономика,2018,влияние экономических факторов на уровень занятости в неформальном секторе: региональный аспект,"Симутина Н.Л., Левентов Н.Н., Пузикова О.П.",12,32706299,ВНДН
ВНДН,Вестник СамГУПС,2018,внутренний контроль как инструмент выявления рисков и укрепления экономической безопасности организации,"Бердникова Л.Ф., Вокина Е.Б.",2,36387601,ВНДН
ВНДН,Россия реформирующаяся,2018,возможности и перспективы социологического измерения человеческого потенциала (на примере республики башкортостан),"Валиахметов Р.М., Баймурзина Г.Р., Утяшева И.Б.",3,35332758,"РМЭЗ, ВНДН"
ВНДН,Вопросы государственного и муниципального управления,2018,возможности использования административных данных для формирования статистики рынка труда: пример г. москвы,"Крючкова П.В., Провков К.С., Решетников М.Г.",4,35234114,ВНДН
ВНДН,Вектор экономики,2018,возможности применения зарубежного опыта статистики туризма в россии в современных условиях,Ганненко А.В.,0,36385530,ВНДН
ВНДН,"Экономика и управление: проблемы, решения ",2018,вопросы эффективности границ малых форм предпринимательства,Черепанов В.М.,0,36577201,ВНДН
ВНДН,Вестник Донского государственного аграрного университета,2018,воспроизводство рабочей силы в сельском хозяйстве: проблема сближения ее стоимости и цены труда,Дульзон С.В.,3,32808905,ВНДН
